id	qid1	qid2	question1	question2	is_duplicate	
283221	403286	403287	How long does a Swiffer Sweeper vac replacement battery usually last?	How do I replace the battery on a Swiffer Sweeper?	0	0	0.99537224
298462	410179	420960	How can I separate oxygen and hydrogen from water?	How do oxygen and hydrogen separate in water?	0	0	0.99598503
108592	109336	178392	What is the best book for a 13 year old?	What are the best books for 13 year old girls?	0	0	0.6250888
294439	416344	416345	I am 20 years old and I am still virgin, never had a girlfriend. I am quite depresed about that. Is this normal?	Can I change my medium Hindi to English During Exams in B.Com first semester?	0	0	0.86496454
290660	411981	411982	How competitive is the hiring process at Heartland Express?	I want to lose 25 kgs in 3 months.What diet plan and exercise should I follow. If anyone has done this can you share your exercise & diet plan?	0	0	0.942351
102162	46473	13323	How does it benefit you to answer questions on Quora?	What motivates people with technical experience to answer questions on Quora?	1	0	0.5105057
69093	74122	119282	Is INCEST wrong and why?	How do I romance my girlfriend?	0	0	0.95882595
390670	44093	122072	Who are the smartest people alive today?	Who are some of smartest people alive today?	1	0	0.73696095
190531	289636	289637	How does Baba Ramdev run a yoga island in Glasgow, Scotland?	Has Baba Ramdev made a yoga revolution in India & the world?	0	1	0.5497218
213338	318628	318629	How can I increase my chest size?	How can I improve my chest size?	1	1	0.88657576
322900	448786	14195	Donald Trump says he saw thousands cheering in New Jersey when the Twin Towers came down on 9/11. Is this claim likely to be accurate?	Is Donald Trump lying about seeing thousands and thousands of Muslims cheering in New Jersey when the World Trade Center came down on 9/11?	1	0	0.9598735
240497	352327	352328	Why did you stop using Facebook?	What happens when you stop using Facebook?	0	1	0.5037627
259335	21401	93284	How do you exactly start a business?	How do I to start new business?	1	1	0.7025183
280113	399642	399643	I want to do MS in electronics (communications) in US. Can anyone suggest me good colleges and the GRE and TOEFL scores I need for them?	What are the career opportunities after studying telematics?	0	0	0.9200197
352615	456096	418021	What are some amazing drawings you have seen with a deep meaning ?	What are some of the amazing examples that you have ever seen or read about Reverse Psychology?	0	0	0.83865356
379715	511251	511252	What is the fastest way to learn iOS development with Swift?	What are the constitutional factors affecting central and state relations on legislative factor?	0	1	0.5985531
404093	537731	537732	Is GRE required for Dalhousie university in Canada?	What is the GRE score required to get into Seattle University?	0	0	0.99741143
267925	364592	385385	What was the root cause of anti-Sikh riots in 1984 and what was the Indira Gandhi's role in that?	What happened in 1984 anti-Sikh riots?	0	0	0.89603806
226257	334827	21881	How can I read WhatsApp chats of another person?	How do I read someone's WhatsApp messages without any access to their mobile phone?	0	1	0.85472465
278972	398319	398320	Should I use a PHP framework?	What is the best PHP Framework to use for a new PHP developer?	0	0	0.9407298
13651	26196	26197	How can I apply online for issuance of PAN card in India?	How do I apply and receive pan card in 48 hours with new facilities?	1	0	0.9825126
271635	63555	61869	What is the fastest method for learning a foreign language?	What is the best method of learning to speak a language?	1	1	0.67915934
104547	172604	172605	What is the best chair?	What is the best chair in the world?	1	1	0.6123452
272910	182512	176526	How can you tell if a girl has a crush on you?	What's the best way to tell a girl you have a crush on them?	0	0	0.62852013
122037	197618	197619	How do I see our TCS off campus written results?	How can I make a career in colt manufacturing company?	0	0	0.89805716
136258	99990	217441	Which is a suitable inpatient drug and alcohol rehab center near Jackson County CO?	Which is a suitable inpatient drug and alcohol rehab center near Lincoln County CO?	0	0	0.99938667
94340	157570	157571	Can love happen twice or even thrice?	Can true love happen twice?	0	0	0.87265915
261235	377316	377317	Will I become a billionaire if I am determined to be one and put in the necessary work required?	I am interested in working for space research and on other hand I want to strive to become a billionaire. What do I have to sacrifice?	0	0	0.98566926
324493	105488	41821	Which are the best books for SSC CGL Tier 2 preparation?	Which books should I refer to for SSC CGL Tier 2?	1	1	0.7546161
308167	202780	159427	What are your views on the govt's decision of banning NDTV India?	What are your views on the government’s decision of banning NDTV India for a day?	1	1	0.9077642
204199	307023	71989	What are some good books on parenting?	What are some books or sources for raising very skilled and intelligent children?	0	0	0.8810261
329400	456049	456050	What sounds impossible but has happened?	What would your excretions look like if you had nothing but water for an entire week (leaving aside how biologically impossible that sounds)?	0	0	0.98943394
201503	76015	10945	If you would be granted one wish, what would be that and why?	If you were granted one wish, what would you ask for?	1	1	0.8875498
151384	238037	216033	"Is the phrase ""Taking off today"" grammatically correct?"	"Which phrase is grammatically correct and why: ""you are correct on all counts"" or ""you are correct on all accounts""?"	0	0	0.99794644
327167	162529	155272	What is the most amazing photograph you have ever taken?	Which are some of the best pictures ever taken?	1	0	0.53605795
880	1755	1756	Are there any telescopes powerful enough to view evidence left behind from NASA's moon landings?	Do we have telescopes powerful enough nowadays to see the man-made objects left on the moon by the Apollo missions, proving 100% that humans did in fact land there?	1	0	0.86715126
159681	249232	209088	Lies and Lying: How can I become a better liar?	How do I become a better liar?	1	1	0.95719784
310514	434644	349668	How can I introspect myself?	How should I introspect myself?	1	1	0.6141589
282331	402245	402246	If The Trump campaign raises a huge amount of money and then loses, what happens to the money raised?	What happens to the money that was raised by Presidential campaigns but not spent?	0	1	0.9103776
189897	288809	288810	Who's your favorite soccer player and why?	Who is your favourite soccer player and why?	1	0	0.7070328
303666	390754	49266	How do I make 4000$ per month from YouTube?	How do people earn money from YouTube?	0	1	0.67889756
17574	33372	33373	How can you fix a computer that won't restart?	My computer won't restart, how can I fix this?	1	0	0.6281217
320474	446030	446031	"Why do I always start sneezing in a cold environment even though doctors say ""You can't catch a cold by being cold""?"	Why do some people like being cold/warm?	0	0	0.9915296
73519	126156	126157	What was your best practical joke?	What is the best practical joke?	1	1	0.63287866
378003	509356	509357	What are the criticisms of Bernie Sanders and his platform?	Why is Bernie Sanders being singled out on his position for black reparations?	0	0	0.9265931
176681	181494	132123	Facebook makes money through ads, how does Quora make money?	How does Quora make any money as a business without any advertising?	1	1	0.9008697
167284	135248	259373	Why do Spanish and Greek sound so similar?	Why does the Greek language sound so much like Spanish?	1	0	0.78816
241073	317682	353030	Was Buddha a god?	Is there a god according to Buddha?	0	0	0.85493165
240477	352297	85964	If a fight broke out between a lion and a shark, who would win?	Who would win in a fight between a tiger and a tiger shark?	0	0	0.9614586
184678	282094	282095	"How can I fix ""Failed to Initialize Graphics"" fatal error in unity?"	How do you fix a 403 Forbidden error?	0	0	0.99044657
152833	240035	240036	Is the skanda avatar is before or after krishna avatar? In 10th chapter of Gita, lord says about he is skanda among soldiers.?	What will be the result of the WC '14 if Neymar wasn't injured?	0	0	0.99898034
233499	343765	343766	Do I need a good command of English to crack UPSC?	How did Rachit Raj even clear civil services exam?	0	0	0.6207227
73339	125853	125854	Is it odd to be prideful or show interest in a nation you have no connection to ethnically or otherwise?	Did the Macedonians or Successors construct forts defences, permanent or temporary, outside of cities and settlements?	0	0	0.9869868
